ensembl	symbol	entrez
65123	ENSG00000223802	CERS1	10715
65125	ENSG00000142867	BCL10	8915
65127	ENSG00000028203	VEZT	55591
65129	ENSG00000156097	GPR61	83873
65130	ENSG00000269028	MTRNR2L12	100462981
65131	ENSG00000150401	DCUN1D2	55208
65135	ENSG00000114480	GBE1	2632
65137	ENSG00000175274	TP53I11	9537
65139	ENSG00000232224	LINC00202-1	387644
65143	ENSG00000141744	PNMT	5409
65145	ENSG00000164841	TMEM74	157753
65146	ENSG00000018280	SLC11A1	6556
65147	ENSG00000236236	TNXB	7148
65148	ENSG00000135083	CCNJL	79616
65149	ENSG00000176979	TRIM60	166655
65153	ENSG00000131747	TOP2A	7153
65160	ENSG00000089053	ANAPC5	51433
65162	ENSG00000268606	MAGEA2	4101
65163	ENSG00000172007	RAB33B	83452
65167	ENSG00000067560	RHOA	387
65168	ENSG00000129159	KCNC1	3746
65176	ENSG00000251369	ZNF550	162972
65177	ENSG00000143257	NR1I3	9970
65178	ENSG00000122859	NEUROG3	50674
65179	ENSG00000141295	SCRN2	90507
65180	ENSG00000140798	ABCC12	94160
65181	ENSG00000163931	TKT	7086
65182	ENSG00000196503	ARL9	132946
65184	ENSG00000203791	METTL10	399818
65185	ENSG00000163646	CLRN1	7401
65187	ENSG00000102854	MSLN	10232
65188	ENSG00000221818	EBF2	64641
65189	ENSG00000082438	COBLL1	22837
65190	ENSG00000132485	ZRANB2	9406
65191	ENSG00000127318	IL22	50616
65195	ENSG00000137463	MGARP	84709
65196	ENSG00000164318	EGFLAM	133584
65197	ENSG00000137103	TMEM8B	51754
65198	ENSG00000117859	OSBPL9	114883
65199	ENSG00000137124	ALDH1B1	219
65200	ENSG00000156671	SAMD8	142891
65203	ENSG00000120029	C10orf76	79591
65205	ENSG00000203867	RBM20	282996
65206	ENSG00000249693	THEGL	100506564
65207	ENSG00000155749	ALS2CR12	130540
65208	ENSG00000071967	CYBRD1	79901
65212	ENSG00000119965	C10orf88	80007
65213	ENSG00000124201	ZNFX1	57169
65214	ENSG00000224952	PBX2	5089
65215	ENSG00000179988	PSTK	118672
65216	ENSG00000278377	OR2T3	343173
65217	ENSG00000095574	IKZF5	64376
65218	ENSG00000273827	OR2T5	401993
65219	ENSG00000182324	KCNJ14	3770
65220	ENSG00000079393	DUSP13	51207
65221	ENSG00000173262	SLC2A14	144195
65222	ENSG00000105447	GRWD1	83743
65225	ENSG00000229681	MDC1-AS1	106478956
65227	ENSG00000263014	ATP6V1G3	127124
65228	ENSG00000176953	NFATC2IP	84901
65235	ENSG00000149021	SCGB1A1	7356
65237	ENSG00000225589	MDC1	9656
65238	ENSG00000105443	CYTH2	9266
65239	ENSG00000267508	ZNF285	26974
65240	ENSG00000185963	BICD2	23299
65245	ENSG00000237599	TAP2	6891
65252	ENSG00000121769	FABP3	2170
65253	ENSG00000177291	GJD4	219770
65254	ENSG00000143786	CNIH3	149111
65256	ENSG00000177283	FZD8	8325
65259	ENSG00000280719	PCAT5	102578074
65265	ENSG00000162669	HFM1	164045
65266	ENSG00000228854	NRM	11270
65267	ENSG00000112319	EYA4	2070
65269	ENSG00000181789	COPG1	22820
65273	ENSG00000281357	ARRDC3-AS1	100129716
65274	ENSG00000277322	GOLGA6L6	727832
65275	ENSG00000204595	DPRX	503834
65276	ENSG00000117480	FAAH	2166
65277	ENSG00000070214	SLC44A1	23446
65278	ENSG00000160789	LMNA	4000
65280	ENSG00000055609	KMT2C	58508
65287	ENSG00000040633	PHF23	79142
65288	ENSG00000117523	PRRC2C	23215
65289	ENSG00000156983	BRPF1	7862
65290	ENSG00000262418	PTPRC	5788
65296	ENSG00000281186	LINC00706	100652997
65299	ENSG00000153012	LGI2	55203
65300	ENSG00000136052	SLC41A2	84102
65307	ENSG00000103423	DNAJA3	9093
65308	ENSG00000162402	USP24	23358
65314	ENSG00000229353	TNXB	7148
65316	ENSG00000149658	YTHDF1	54915
65319	ENSG00000123338	NCKAP1L	3071
65320	ENSG00000109390	NDUFC1	4717
65323	ENSG00000197019	SERTAD1	29950
65325	ENSG00000266412	NCOA4	8031
65326	ENSG00000154007	ASB17	127247
65328	ENSG00000162910	MRPL55	128308
65329	ENSG00000172201	ID4	3400
65332	ENSG00000238266	LINC00707	100507127
65341	ENSG00000130052	STARD8	9754
65344	ENSG00000062370	ZNF112	7771
65345	ENSG00000158882	TOMM40L	84134
65347	ENSG00000109851	DBX1	120237
65348	ENSG00000227811	FAM212B-AS1	100506343
65349	ENSG00000100228	RAB36	9609
65350	ENSG00000184232	OAF	220323
65351	ENSG00000160703	NLRX1	79671
65357	ENSG00000206579	XKR4	114786
65362	ENSG00000116212	LRRC42	115353
65372	ENSG00000111554	MDM1	56890
65375	ENSG00000100804	PSMB5	5693
65378	ENSG00000276258	KIR2DS2	100132285
65381	ENSG00000213516	RBMXL1	494115
65382	ENSG00000239265	CLRN1-AS1	116933
65383	ENSG00000282367	PTDSS2	81490
65384	ENSG00000176101	SSNA1	8636
65386	ENSG00000176248	ANAPC2	29882
65387	ENSG00000240065	PSMB9	5698
65389	ENSG00000065413	ANKRD44	91526
65391	ENSG00000145022	TCTA	6988
65394	ENSG00000141738	GRB7	2886
65395	ENSG00000276424	KIR3DL2	3812
65405	ENSG00000121903	ZSCAN20	7579
65406	ENSG00000243215	HLA-DMA	3108
65409	ENSG00000168528	SERINC2	347735
65410	ENSG00000148396	SEC16A	9919
65411	ENSG00000155659	VSIG4	11326
65412	ENSG00000137944	CCBL2	56267
65414	ENSG00000187713	TMEM203	94107
65415	ENSG00000113504	SLC12A7	10723
65416	ENSG00000176058	TPRN	286262
65417	ENSG00000243232	PCDHAC2	56134
65418	ENSG00000205795	CYS1	192668
65420	ENSG00000274233	CCL5	6352
65421	ENSG00000101577	LPIN2	9663
65423	ENSG00000143545	RAB13	5872
65436	ENSG00000115526	CHST10	9486
65437	ENSG00000168685	IL7R	3575
65438	ENSG00000269855	RNF225	646862
65440	ENSG00000162601	MYSM1	114803
65441	ENSG00000188566	NDOR1	27158
65450	ENSG00000183765	CHEK2	11200
65451	ENSG00000278318	ZNF229	7772
65452	ENSG00000109466	KLHL2	11275
65454	ENSG00000204603	LINC01257	116437
65457	ENSG00000223494	VARS2	57176
65458	ENSG00000143374	TARS2	80222
65459	ENSG00000276329	KIR3DL1	3811
65460	ENSG00000268916	CSAG3	389903
65473	ENSG00000204261	PSMB8-AS1	100507463
65476	ENSG00000281450	PANDAR	101154753
65478	ENSG00000104856	RELB	5971
65479	ENSG00000143157	POGK	57645
65480	ENSG00000164134	NAA15	80155
65482	ENSG00000104427	ZC2HC1A	51101
65486	ENSG00000009830	POMT2	29954
65487	ENSG00000152377	SPOCK1	6695
65491	ENSG00000274084	LAIR2	3904
65493	ENSG00000153904	DDAH1	23576
65494	ENSG00000079257	LXN	56925
65496	ENSG00000111358	GTF2H3	2967
65497	ENSG00000001617	SEMA3F	6405
65498	ENSG00000102871	TRADD	8717
65504	ENSG00000152382	TADA1	117143
65505	ENSG00000228300	C19orf24	55009
65513	ENSG00000155085	AK9	221264
65516	ENSG00000198879	SFMBT2	57713
65520	ENSG00000235687	LINC00993	101929520
65521	ENSG00000168394	TAP1	6890
65523	ENSG00000212864	RNF208	727800
65527	ENSG00000197191	CYSRT1	375791
65528	ENSG00000163918	RFC4	5984
65529	ENSG00000233198	RNF224	643596
65530	ENSG00000162458	FBLIM1	54751
65531	ENSG00000204967	PCDHA4	56144
65533	ENSG00000170312	CDK1	983
65534	ENSG00000148513	ANKRD30A	91074
65536	ENSG00000198457	CYP21A2	1589
65537	ENSG00000137267	TUBB2A	7280
65538	ENSG00000198569	SLC34A3	142680
65540	ENSG00000066322	ELOVL1	64834
65541	ENSG00000280534	LINC01347	731275
65543	ENSG00000188229	TUBB4B	10383
65544	ENSG00000214293	APTR	100505854
65546	ENSG00000204961	PCDHA9	9752
65548	ENSG00000188163	FAM166A	401565
65549	ENSG00000236977	ANKRD44-IT1	101927547
65555	ENSG00000206465	SFTA2	389376
65556	ENSG00000169957	ZNF768	79724
65557	ENSG00000157060	SHCBP1L	81626
65558	ENSG00000204969	PCDHA2	56146
65559	ENSG00000197768	C9orf173	441476
65561	ENSG00000137709	POU2F3	25833
65564	ENSG00000229284	DPCR1	135656
65565	ENSG00000005339	CREBBP	1387
65566	ENSG00000106066	CPVL	54504
65567	ENSG00000111361	EIF2B1	1967
65568	ENSG00000198467	TPM2	7169
65570	ENSG00000275549	C9orf173-AS1	100129722
65571	ENSG00000239389	PCDHA13	56136
65572	ENSG00000142235	LMTK3	114783
65576	ENSG00000248485	PCP4L1	654790
65578	ENSG00000174109	C16orf91	283951
65579	ENSG00000158863	FAM160B2	64760
65580	ENSG00000158887	MPZ	4359
65586	ENSG00000168234	TTC39C	125488
65587	ENSG00000111364	DDX55	57696
65588	ENSG00000099256	PRTFDC1	56952
65589	ENSG00000234224	TMEM229A	730130
65599	ENSG00000235744	HLA-DOA	3111
65600	ENSG00000188986	NELFB	25920
65602	ENSG00000198113	TOR4A	54863
65607	ENSG00000198435	NRARP	441478
65610	ENSG00000188931	CFAP126	257177
65611	ENSG00000206376	EHMT2	10919
65612	ENSG00000143252	SDHC	6391
65614	ENSG00000157570	TSPAN18	90139
65615	ENSG00000198162	MAN1A2	10905
65617	ENSG00000169951	ZNF764	92595
65618	ENSG00000163013	FBXO41	150726
65619	ENSG00000013016	EHD3	30845
65620	ENSG00000168827	GFM1	85476
65621	ENSG00000115993	TRAK2	66008
65625	ENSG00000070193	FGF10	2255
65626	ENSG00000213047	DENND1B	163486
65628	ENSG00000204264	PSMB8	5696
65629	ENSG00000082146	STRADB	55437
65634	ENSG00000182450	KCNK4	50801
65637	ENSG00000187609	EXD3	54932
65638	ENSG00000125505	MBOAT7	79143
65641	ENSG00000169955	ZNF747	65988
65642	ENSG00000183386	FHL3	2275
65643	ENSG00000132466	ANKRD17	26057
65644	ENSG00000248464	FGF10-AS1	101927075
65646	ENSG00000111077	TNS2	23371
65647	ENSG00000149451	ADAM33	80332
65653	ENSG00000145911	N4BP3	23138
65656	ENSG00000171956	FOXB1	27023
65659	ENSG00000171944	OR52A5	390054
65660	ENSG00000168906	MAT2A	4144
65663	ENSG00000129968	ABHD17A	81926
65664	ENSG00000253868	FER1L6-AS2	157376
65666	ENSG00000135722	FBXL8	55336
65668	ENSG00000162929	KIAA1841	84542
65669	ENSG00000172350	ABCG4	64137
65671	ENSG00000267107	PCAT19	100505495
65676	ENSG00000231115	RING1	6015
65680	ENSG00000181171	FER1L6-AS1	439941
65683	ENSG00000187714	SLC18A3	6572
65685	ENSG00000214814	FER1L6	654463
65687	ENSG00000071189	SNX13	23161
65688	ENSG00000168300	PCMTD1	115294
65689	ENSG00000259944	CDRT7	94150
65690	ENSG00000088035	ALG6	29929
65691	ENSG00000170088	TMEM192	201931
65693	ENSG00000077348	EXOSC5	56915
65696	ENSG00000184785	SMIM10	644538
65698	ENSG00000139971	C14orf37	145407
65699	ENSG00000131043	AAR2	25980
65701	ENSG00000121207	LRAT	9227
65703	ENSG00000115884	SDC1	6382
65704	ENSG00000168487	BMP1	649
65705	ENSG00000115841	RMDN2	151393
65706	ENSG00000156427	FGF18	8817
65707	ENSG00000151929	BAG3	9531
65708	ENSG00000115307	AUP1	550
65709	ENSG00000274583	FAM74A4	401508
65710	ENSG00000274583	FAM74A4	653123
65712	ENSG00000166889	PATL1	219988
65714	ENSG00000107742	SPOCK2	9806
65715	ENSG00000108506	INTS2	57508
65716	ENSG00000173145	NOC3L	64318
65722	ENSG00000103335	PIEZO1	9780
65728	ENSG00000133028	SCO1	6341
65730	ENSG00000100567	PSMA3	5684
65732	ENSG00000163915	IGF2BP2-AS1	646600
65734	ENSG00000154537	FAM27C	105379444
65735	ENSG00000230124	ACBD6	84320
65736	ENSG00000230124	ACBD6	100527964
65737	ENSG00000143614	GATAD2B	57459
65738	ENSG00000073792	IGF2BP2	10644
65739	ENSG00000167536	DHRS13	147015
65740	ENSG00000170222	ADPRM	56985
65742	ENSG00000153561	RMND5A	64795
65743	ENSG00000167208	SNX20	124460
65748	ENSG00000142546	NOSIP	51070
65749	ENSG00000263429	LINC00675	100289255
65750	ENSG00000256235	SMIM3	85027
65751	ENSG00000255423	EBLN2	55096
65752	ENSG00000196150	ZNF250	58500
65754	ENSG00000121454	LHX4	89884
65755	ENSG00000102554	KLF5	688
65756	ENSG00000187824	TMEM220	388335
65757	ENSG00000163605	PPP4R2	151987
65759	ENSG00000123165	ACTRT1	139741
65761	ENSG00000135406	PRPH	5630
65763	ENSG00000006283	CACNA1G	8913
65764	ENSG00000151067	CACNA1C	775
65767	ENSG00000196376	SLC35F1	222553
65769	ENSG00000046647	GEMIN8	54960
65770	ENSG00000233756	DSCAM-IT1	100874326
65772	ENSG00000144021	CIAO1	9391
65774	ENSG00000244624	KRTAP20-1	337975
65776	ENSG00000106052	TAX1BP1	8887
65785	ENSG00000008324	SS18L2	51188
65786	ENSG00000235123	DSCAM-AS1	100506492
65788	ENSG00000084710	EFR3B	22979
65789	ENSG00000262628	OR1D5	8386
65790	ENSG00000114853	ZBTB47	92999
65792	ENSG00000091127	PUS7	54517
65793	ENSG00000120708	TGFBI	7045
65796	ENSG00000256053	APOPT1	84334
65800	ENSG00000115267	IFIH1	64135
65802	ENSG00000171587	DSCAM	1826
65804	ENSG00000205126	ACCSL	390110
65807	ENSG00000167549	CORO6	84940
65808	ENSG00000239713	APOBEC3G	60489
65810	ENSG00000114857	NKTR	4820
65815	ENSG00000171428	NAT1	9
65816	ENSG00000174951	FUT1	2523
65818	ENSG00000047579	DTNBP1	84062
65819	ENSG00000276879	IFI27L2	83982
65822	ENSG00000140350	ANP32A	8125
65826	ENSG00000110172	CHORDC1	26973
65828	ENSG00000096696	DSP	1832
65829	ENSG00000175387	SMAD2	4087
65831	ENSG00000277390	APOL5	80831
65832	ENSG00000175482	POLD4	57804
65833	ENSG00000231729	ARHGEF9-IT1	100874355
65835	ENSG00000178722	C5orf64	285668
65836	ENSG00000130024	PHF10	55274
65838	ENSG00000223979	SMCR2	105371564
65849	ENSG00000125676	THOC2	57187
65850	ENSG00000166170	BAG5	9529
65851	ENSG00000205832	C16orf96	342346
65855	ENSG00000128872	TMOD2	29767
65860	ENSG00000128394	APOBEC3F	200316
65861	ENSG00000108423	TUBD1	51174
65864	ENSG00000175463	TBC1D10C	374403
65865	ENSG00000107485	GATA3	2625
65866	ENSG00000100479	POLE2	5427
65868	ENSG00000232160	RAP2C-AS1	101928578
65873	ENSG00000123728	RAP2C	57826
65876	ENSG00000126214	KLC1	3831
65879	ENSG00000258484	SPESP1	246777
65881	ENSG00000135222	CSN2	1447
65882	ENSG00000109917	ZPR1	8882
65886	ENSG00000157399	ARSE	415
65887	ENSG00000151150	ANK3	288
65890	ENSG00000061987	MON2	23041
65891	ENSG00000115421	PAPOLG	64895
65892	ENSG00000185127	C6orf120	387263
65894	ENSG00000165762	OR4K2	390431
65895	ENSG00000259974	LINC00261	140828
65901	ENSG00000141298	SSH2	85464
65902	ENSG00000127995	CASD1	64921
65904	ENSG00000140280	LYSMD2	256586
65905	ENSG00000275637	NCR1	9437
65906	ENSG00000156006	NAT2	10
65909	ENSG00000164128	NPY1R	4886
65911	ENSG00000176281	OR4K5	79317
65914	ENSG00000155249	OR4K1	79544
65916	ENSG00000153294	ADGRF4	221393
65917	ENSG00000125798	FOXA2	3170
65918	ENSG00000049130	KITLG	4254
65919	ENSG00000144550	CPNE9	151835
65920	ENSG00000106460	TMEM106B	54664
65924	ENSG00000164129	NPY5R	4889
65928	ENSG00000108515	ENO3	2027
65940	ENSG00000164393	ADGRF2	222611
65944	ENSG00000235452	LY6G6C	80740
65947	ENSG00000147119	CHST7	56548
65948	ENSG00000133808	MICALCL	84953
65953	ENSG00000279116	OR8D2	283160
65954	ENSG00000124191	TOX2	84969
65957	ENSG00000148948	LRRC4C	57689
65962	ENSG00000174236	REP15	387849
65967	ENSG00000228090	C6orf25	80739
65972	ENSG00000280635	PROP1	5626
65973	ENSG00000278326	PPP4R4	57718
65974	ENSG00000182117	NOP10	55505
65976	ENSG00000247516	MIR4458HG	100505738
65980	ENSG00000003393	ALS2	57679
65981	ENSG00000171105	INSR	3643
65987	ENSG00000170677	SOCS6	9306
65989	ENSG00000061794	MRPS35	60488
65992	ENSG00000115275	MOGS	7841
65993	ENSG00000101745	ANKRD12	23253
65995	ENSG00000074317	SNCB	6620
65996	ENSG00000047617	ANO2	57101
65998	ENSG00000176927	EFCAB5	374786
66000	ENSG00000134762	DSC3	1825
66001	ENSG00000205667	ARSH	347527
66003	ENSG00000147113	CXorf36	79742
66007	ENSG00000274070	GATSL2	729438
66009	ENSG00000197428	OR51D1	390038
66012	ENSG00000165795	NDRG2	57447
66013	ENSG00000168066	SF1	7536
66014	ENSG00000088808	PPP1R13B	23368
66015	ENSG00000154237	LRRK1	79705
66016	ENSG00000124574	ABCC10	89845
66017	ENSG00000275974	PPIAL4F	728945
66019	ENSG00000272670	DOC2B	8447
66021	ENSG00000155313	USP25	29761
66022	ENSG00000120318	ARAP3	64411
66023	ENSG00000171916	LGALS9C	284194
66024	ENSG00000171916	LGALS9C	654346
66026	ENSG00000273559	CWC25	54883
66027	ENSG00000145545	SRD5A1	6715
66031	ENSG00000236172	MIR7515HG	102800315
66033	ENSG00000110881	ASIC1	41
66035	ENSG00000236301	MRGPRG-AS1	283303
66037	ENSG00000169989	TIGD4	201798
66039	ENSG00000182170	MRGPRG	386746
66045	ENSG00000164144	ARFIP1	27236
66047	ENSG00000124019	FAM124B	79843
66048	ENSG00000100150	DEPDC5	9681
66049	ENSG00000101945	SUV39H1	6839
66050	ENSG00000270164	LINC01480	101927931
66054	ENSG00000182836	PLCXD3	345557
66059	ENSG00000100038	TOP3B	8940
66062	ENSG00000243492	HLA-L	3139
66063	ENSG00000155754	ALS2CR11	151254
66064	ENSG00000149809	TM7SF2	7108
66068	ENSG00000253734	LINC01289	286184
66082	ENSG00000131100	ATP6V1E1	529
66083	ENSG00000226567	LINC00606	285370
66089	ENSG00000101230	ISM1	140862
66094	ENSG00000129007	CALML4	91860
66105	ENSG00000187048	CYP4A11	1579
66107	ENSG00000141540	TTYH2	94015
66109	ENSG00000150873	C2orf50	130813
66111	ENSG00000141682	PMAIP1	5366
66112	ENSG00000184984	CHRM5	1133
66114	ENSG00000112175	BMP5	653
66118	ENSG00000259849	VENTXP1	139538
66120	ENSG00000277356	KIR2DL1	3802
66121	ENSG00000142102	ATHL1	80162
66123	ENSG00000177189	RPS6KA3	6197
66125	ENSG00000197785	ATAD3A	55210
66130	ENSG00000169857	AVEN	57099
66132	ENSG00000129562	DAD1	1603
66133	ENSG00000167792	NDUFV1	4723
66137	ENSG00000033800	PIAS1	8554
66138	ENSG00000160255	ITGB2	3689
66141	ENSG00000231749	ABCA9-AS1	104355297
66157	ENSG00000154258	ABCA9	10350
66158	ENSG00000100077	ADRBK2	157
66161	ENSG00000245311	ARNTL2-AS1	101928646
66166	ENSG00000274108	KIR2DL3	3804
66171	ENSG00000029153	ARNTL2	56938
66173	ENSG00000221995	TIAF1	9220
66177	ENSG00000171433	GLOD5	392465
66178	ENSG00000129460	NGDN	25983
66185	ENSG00000177875	CCDC184	387856
66188	ENSG00000198856	OSTC	58505
66190	ENSG00000125875	TBC1D20	128637
66191	ENSG00000158445	KCNB1	3745
66194	ENSG00000179994	SPDYE7P	441251
66200	ENSG00000172640	OR10AD1	121275
66203	ENSG00000141977	CIB3	117286
66204	ENSG00000091947	TMEM101	84336
66213	ENSG00000166603	MC4R	4160
66214	ENSG00000277392	KIR3DL3	115653
66220	ENSG00000241701	HCG17	414778
66227	ENSG00000226722	LINC00424	100874182
66228	ENSG00000214736	TOMM6	100188893
66231	ENSG00000119862	LGALSL	29094
66235	ENSG00000105246	EBI3	10148
66238	ENSG00000003147	ICA1	3382
66239	ENSG00000095110	NXPE1	120400
66240	ENSG00000236520	GPC6-AS1	100873972
66244	ENSG00000183098	GPC6	10082
66246	ENSG00000276476	LINC00540	100506622
66250	ENSG00000281484	BTG3	10950
66251	ENSG00000102145	GATA1	2623
66253	ENSG00000164663	USP49	25862
66254	ENSG00000275489	C17orf98	388381
66256	ENSG00000276465	KIR2DS4	3809
66262	ENSG00000277750	KIR2DL4	3805
66265	ENSG00000100246	DNAL4	10126
66266	ENSG00000100034	PPM1F	9647
66267	ENSG00000105248	CCDC94	55702
66268	ENSG00000128973	CLN6	54982
66271	ENSG00000151655	ITIH2	3698
66273	ENSG00000141338	ABCA8	10351
66275	ENSG00000281230	SERTAD4	56256
66278	ENSG00000280680	HHAT	55733
66281	ENSG00000280584	OBP2B	29989
66285	ENSG00000281309	SURF6	6838
66287	ENSG00000281022	MED22	6837
66289	ENSG00000280858	RPL7A	6130
66290	ENSG00000280889	SNORD24	26820
66292	ENSG00000281907	SNORD36A	26815
66293	ENSG00000281541	SNORD36C	26813
66294	ENSG00000280627	SURF1	6834
66296	ENSG00000281024	SURF2	6835
66297	ENSG00000281917	SLC16A1	6566
66298	ENSG00000281879	ABO	28
66305	ENSG00000281766	RYBP	23429
66307	ENSG00000281614	INPP5D	3635
66313	ENSG00000281518	FOXO6	100132074
66320	ENSG00000281089	ATG16L1	55054
66323	ENSG00000280652	SCARNA5	677775
66324	ENSG00000281388	SCARNA6	677772
66325	ENSG00000281857	SAG	6295
66327	ENSG00000281877	RPS6KA1	6195
66331	ENSG00000280873	DGKD	8527
66332	ENSG00000280948	MIR1976	100302190
66336	ENSG00000283034	ZNF445	353274
66337	ENSG00000281459	PADI1	29943
66341	ENSG00000281626	ZNF852	285346
66342	ENSG00000280549	PADI3	51702
66345	ENSG00000281810	MIR3972	100616188
66347	ENSG00000280908	PADI4	23569
66349	ENSG00000280949	PADI6	353238
66350	ENSG00000281894	ZKSCAN7	55888
66352	ENSG00000281540	RCC2	55920
66355	ENSG00000280661	ZNF660	285349
66357	ENSG00000281709	ZNF197	10168
66358	ENSG00000280907	ZNF197-AS1	100874094
66360	ENSG00000281306	ZNF35	7584
66363	ENSG00000281448	ZNF502	91392
66364	ENSG00000281661	ZNF501	115560
66365	ENSG00000281665	KIAA1143	57456
66366	ENSG00000280610	KIF15	56992
66368	ENSG00000280516	TMEM42	131616
66369	ENSG00000281762	MIR564	693149
66370	ENSG00000281886	TGM4	7047
66380	ENSG00000281813	KAT6B	23522
66383	ENSG00000281660	DUPD1	338599
66384	ENSG00000280951	SURF4	6836
66385	ENSG00000281245	STKLD1	169436
66386	ENSG00000280706	REXO4	57109
66388	ENSG00000280477	RASA3	22821
66390	ENSG00000281244	ADAMTS13	11093
66391	ENSG00000280479	CACFD1	11094
66401	ENSG00000281165	SLC2A6	11182
66404	ENSG00000282873	BCL7A	605
66406	ENSG00000281178	MLXIP	22877
66408	ENSG00000281277	FOXR1	283150
66411	ENSG00000280975	CCDC84	338657
66415	ENSG00000280831	RPS25	6230
66416	ENSG00000280495	TRAPPC4	51399
66417	ENSG00000281481	MIR3656	100500840
66419	ENSG00000280682	HYOU1	10525
66421	ENSG00000281934	PRAMEF11	440560
66423	ENSG00000282175	HNRNPCL1	343069
66424	ENSG00000282817	PRAMEF2	65122
66425	ENSG00000281449	BCL2L14	79370
66426	ENSG00000282584	PRAMEF4	400735
66427	ENSG00000282663	PRAMEF10	343071
66428	ENSG00000279195	PRAMEF7	441871
66431	ENSG00000282119	PRAMEF6	440561
66434	ENSG00000282437	PRAMEF27	101929983
66435	ENSG00000281987	PRAMEF25	645359
66436	ENSG00000282566	PRAMEF25	441873
66437	ENSG00000282559	HNRNPCL3	649330
66438	ENSG00000281324	LRP6	4040
66440	ENSG00000280774	LEUTX	342900
66448	ENSG00000281818	MANSC1	54682
66450	ENSG00000281234	LOH12CR2	503693
66451	ENSG00000280689	BORCS5	118426
66452	ENSG00000281320	DYRK1B	9149
66455	ENSG00000280616	VPS11	55823
66458	ENSG00000280962	DUSP16	80824
66461	ENSG00000281403	MIR6719	102465974
66462	ENSG00000280548	FBL	2091
66464	ENSG00000281221	PSMC4	5704
66465	ENSG00000281526	ZNF546	339327
66468	ENSG00000281601	ZNF780B	163131
66471	ENSG00000280568	ZNF780A	284323
66473	ENSG00000281123	FCGBP	8857
66474	ENSG00000281500	SLC37A4	2542
66480	ENSG00000282956	MAGI1	9223
66486	ENSG00000282739	SLC25A26	115286
66492	ENSG00000282928	MAP4K1	11184
66536	ENSG00000282986	EIF3K	27335
66537	ENSG00000282844	ACTN4	81
66538	ENSG00000282825	CTIF	9811
66544	ENSG00000283024	ATAD1	84896
66545	ENSG00000282866	CFL1P1	142913
66552	ENSG00000283059	KLLN	100144748
66553	ENSG00000283094	PTEN	5728
66555	ENSG00000282530	HNRNPCL2	440563
66558	ENSG00000282095	HNRNPCL4	101060301
66559	ENSG00000282298	PRAMEF9	343070
66561	ENSG00000282212	PRAMEF18	391003
66563	ENSG00000282424	PRAMEF5	343068
66566	ENSG00000282583	PRAMEF8	391002
66570	ENSG00000283068	IBTK	25998
66573	ENSG00000283085	TPBG	7162
66577	ENSG00000281013	NDUFA6	4700
66597	ENSG00000280467	TCF20	6942
66610	ENSG00000282773	GOLGA8O	728047
66618	ENSG00000281931	SCG5	6447
66621	ENSG00000282046	GREM1	26585
66626	ENSG00000282088	CHRNA7	1139
66629	ENSG00000282902	LGALS7	3963
66631	ENSG00000283082	LGALS7B	653499
66633	ENSG00000282168	ARHGAP11A	9824
66634	ENSG00000282992	LGALS4	3960
66635	ENSG00000282958	HNRNPR	10236
66636	ENSG00000282853	ECH1	1891
66637	ENSG00000283009	ZNF436	80818
66641	ENSG00000282947	HNRNPL	3191
66643	ENSG00000282895	RINL	126432
66648	ENSG00000280931	OR5P2	120065
66649	ENSG00000280808	OR5P3	120066
66652	ENSG00000280899	OR10A6	390093
66654	ENSG00000281680	OR10A3	26496
66655	ENSG00000281166	NLRP10	338322
66657	ENSG00000283100	SIRT2	22933
66658	ENSG00000282905	NFKBIB	4793
66659	ENSG00000283099	CCER2	643669
66660	ENSG00000283104	SARS2	54938
66662	ENSG00000283018	MRPS12	6183
66664	ENSG00000282954	FBXO17	115290
66665	ENSG00000280905	CYP2D6	1565
66667	ENSG00000282901	CAPN12	147968
66672	ENSG00000281897	TCF20	6942
66679	ENSG00000283026	TCF20	6942
66690	ENSG00000282984	TBCE	6905
66691	ENSG00000283030	CSN2	1447
66693	ENSG00000282891	STATH	6779
66695	ENSG00000282880	B3GALNT2	148789
66696	ENSG00000282967	HTN3	3347
66706	ENSG00000283046	HTN1	3346
66708	ENSG00000282868	PRR27	401137
66718	ENSG00000282941	TCEA3	6920
