Source	Target	Type
HOXA3EOMES_01	ENSG00000154727	regulate
MSX2_03	ENSG00000159692	regulate
DRGX_01	ENSG00000001167	regulate
CGBP_01	ENSG00000175213	regulate
ENSG00000049768	FOXP3_Q4	protein
BCL6_01	ENSG00000167635	regulate
ENSG00000087510	TFAP2C_01	protein
BCL6_01	ENSG00000249709	regulate
CRX_Q6	ENSG00000196456	regulate
HNF3_Q6_01	ENSG00000197782	regulate
FOXP1_01	ENSG00000135374	regulate
DBX1_01	ENSG00000057657	regulate
HDAC2_06	ENSG00000164048	regulate
SETDB1_01	ENSG00000196437	regulate
ENSG00000196350	ZNF729_06	protein
BCL6_01	ENSG00000106546	regulate
BCL6_01	ENSG00000234444	regulate
NR4A2_03	ENSG00000213999	regulate
ETV2HOXA2_02	ENSG00000258405	regulate
ENSG00000204531	OCT4_01	protein
ENSG00000153879	CEBPG_Q6	protein
AIRE_01	ENSG00000204779	regulate
HNF1B_04	ENSG00000196437	regulate
FOXN2_02	ENSG00000110777	regulate
GCNF_01	ENSG00000178860	regulate
VDR_Q3	ENSG00000179456	regulate
RPC155_01	ENSG00000065970	regulate
FOXJ2_03	ENSG00000158773	regulate
BHLHE22_01	ENSG00000139613	regulate
OCT1_04	ENSG00000122145	regulate
ENSG00000197905	TEAD4DLX2_01	protein
ENSG00000251493	FREAC4_01	protein
LMX1B_01	ENSG00000161405	regulate
ENSG00000173253	DMRT2_01	protein
BCL6_01	ENSG00000124766	regulate
ENSG00000175832	FOXO1ETV4_02	protein
PLZF_02	ENSG00000111249	regulate
ENSG00000167967	E4F1_02	protein
FOXD4L5_01	ENSG00000179195	regulate
ENSG00000156127	BATF_04	protein
BCL6_01	ENSG00000177030	regulate
IRF1_05	ENSG00000160113	regulate
POU2F3_01	ENSG00000196767	regulate
FOXP1_01	ENSG00000185730	regulate
STAF_02	ENSG00000181315	regulate
RPC155_01	ENSG00000257591	regulate
LMX1B_01	ENSG00000197608	regulate
BCL6_01	ENSG00000242779	regulate
HDX_01	ENSG00000149948	regulate
HNF3_Q6_01	ENSG00000010030	regulate
ENSG00000125347	IRF_Q4	protein
DLX2_01	ENSG00000167785	regulate
ZSCAN2_06	ENSG00000283620	regulate
ABL1_01	ENSG00000133111	regulate
OCT1_04	ENSG00000197780	regulate
RPC155_01	ENSG00000170365	regulate
SP2_07	ENSG00000283088	regulate
FOX_Q2	ENSG00000180626	regulate
TRPS1_Q3	ENSG00000185960	regulate
MEIS2ONECUT2_01	ENSG00000197808	regulate
ZNF566_01	ENSG00000148704	regulate
HDAC2_06	ENSG00000130803	regulate
ENSG00000008441	MYOGNF1_01	protein
RFX5_02	ENSG00000111783	regulate
TEAD4CLOCK_01	ENSG00000008197	regulate
ENSG00000104447	TRPS1_Q3	protein
ELK1SREBF2_02	ENSG00000205903	regulate
BCL6_01	ENSG00000120149	regulate
ENSG00000170370	EMX2_04	protein
ENSG00000125398	SOX9_06	protein
HDAC2_06	ENSG00000186130	regulate
FREAC7_01	ENSG00000196418	regulate
HDAC2_06	ENSG00000198633	regulate
PRDM5_02	ENSG00000100811	regulate
ENSG00000185630	PBX1_05	protein
HDAC2_06	ENSG00000089335	regulate
BCL6_01	ENSG00000151623	regulate
IRX5_01	ENSG00000266265	regulate
HNF1B_06	ENSG00000180884	regulate
CTCF_03	ENSG00000115844	regulate
CDX2_Q6	ENSG00000131849	regulate
NCX_02	ENSG00000229809	regulate
BCL6_01	ENSG00000130522	regulate
HDAC2_06	ENSG00000184492	regulate
TFAP2CETV7_01	ENSG00000124459	regulate
OCT1_04	ENSG00000215271	regulate
HDAC2_06	ENSG00000091831	regulate
ENSG00000173875	ZNF791_02	protein
CDX_Q5	ENSG00000130182	regulate
ENSG00000161298	ZNF382_02	protein
SNA_Q4	ENSG00000175832	regulate
ZNF286B_01	ENSG00000164920	regulate
NR3C2_01	ENSG00000148606	regulate
ZFX_01	ENSG00000204611	regulate
COUPTF_Q6	ENSG00000107485	regulate
ENSG00000102554	BTEB2_Q3	protein
IRF1_05	ENSG00000181315	regulate
ZNF358_02	ENSG00000196417	regulate
RPC155_01	ENSG00000168610	regulate
CDX_Q5	ENSG00000160908	regulate
BCL6_01	ENSG00000186496	regulate
ISL2_01	ENSG00000198740	regulate
FOXJ2HOXB13_01	ENSG00000127152	regulate
THAP1_01	ENSG00000169951	regulate
NFAT5_Q5_03	ENSG00000277462	regulate
RFX3SRF_01	ENSG00000006194	regulate
FOXP1_01	ENSG00000174197	regulate
HOXD1_01	ENSG00000117036	regulate
HDAC2_06	ENSG00000167967	regulate
HNF6_Q6_01	ENSG00000197050	regulate
TR4_03	ENSG00000163795	regulate
HDAC2_06	ENSG00000184939	regulate
HNF6_Q6_01	ENSG00000197024	regulate
ENSG00000028277	POU2F2_08	protein
FOXJ2_03	ENSG00000196670	regulate
HOXB6_01	ENSG00000181690	regulate
ZNF233_02	ENSG00000205922	regulate
IRF1_05	ENSG00000068323	regulate
NRSF_Q4	ENSG00000144355	regulate
ENSG00000150907	FOXO1_02	protein
NR3C1_07	ENSG00000088038	regulate
E2A_Q2	ENSG00000197123	regulate
ESX1_01	ENSG00000263001	regulate
NCX_02	ENSG00000198740	regulate
ZNF667_04	ENSG00000186130	regulate
HOX13_01	ENSG00000125846	regulate
CEBP_Q3	ENSG00000214029	regulate
HNF1B_Q6_01	ENSG00000229809	regulate
ENSG00000173757	STAT_Q6	protein
RPC155_01	ENSG00000196323	regulate
BCL6_01	ENSG00000197013	regulate
IRF1_05	ENSG00000174652	regulate
IRF1_05	ENSG00000144355	regulate
CDX2_Q6	ENSG00000142556	regulate
HNF3_Q6_01	ENSG00000197566	regulate
LXRBRXRA_Q5_01	ENSG00000180035	regulate
ZNF664_01	ENSG00000085276	regulate
ENSG00000010030	RFX3ETV7_01	protein
HNF3_Q6_01	ENSG00000130844	regulate
ZNF471_01	ENSG00000171970	regulate
ENSG00000106511	MEOX2_02	protein
SPIB_01	ENSG00000143190	regulate
AML1_Q4_02	ENSG00000140044	regulate
DMRT3_01	ENSG00000151090	regulate
ENSG00000112658	SRF_Q4	protein
ENSG00000143995	MEIS1_02	protein
ENSG00000163064	EN1_08	protein
ESX1_01	ENSG00000198740	regulate
ZNF729_06	ENSG00000181449	regulate
IRX5_01	ENSG00000169554	regulate
GFI1_01	ENSG00000037965	regulate
ENSG00000177606	JUNFRA1_01	protein
CEBPE_Q6	ENSG00000185697	regulate
HNF3B_01	ENSG00000130844	regulate
HDAC2_06	ENSG00000173039	regulate
ENSG00000066136	NFYC_Q5	protein
HFH3_01	ENSG00000067646	regulate
ENSG00000171469	ZNF561_01	protein
HDAC2_06	ENSG00000167766	regulate
JUND_03	ENSG00000125285	regulate
VSX1_01	ENSG00000251192	regulate
IRF1_05	ENSG00000185177	regulate
ZNF263_02	ENSG00000170370	regulate
POU2F1GSC2_01	ENSG00000177732	regulate
ENSG00000129152	E2A_Q2	protein
ENSG00000181896	HZF12_02	protein
ERFHOXA3_01	ENSG00000164853	regulate
ENSG00000196767	BRN4_01	protein
ENSG00000106331	PAX4_Q2	protein
SIX3_Q6	ENSG00000196826	regulate
SP2_07	ENSG00000204060	regulate
ENSG00000087510	TFAP2CETV7_01	protein
HNF1_Q6_01	ENSG00000171295	regulate
PBX3_03	ENSG00000065978	regulate
ZNF667_03	ENSG00000165684	regulate
ENSG00000100146	SOX10_03	protein
BCL6_01	ENSG00000198466	regulate
IRX3_02	ENSG00000092607	regulate
ERALPHA_01	ENSG00000121454	regulate
HMGIY_Q3	ENSG00000257591	regulate
LXRBRXRA_Q5_01	ENSG00000105610	regulate
HNF4A_05	ENSG00000025156	regulate
ENSG00000136866	ZFP37_05	protein
HOXA4_01	ENSG00000197905	regulate
HDAC2_06	ENSG00000176083	regulate
BCL6_01	ENSG00000197779	regulate
HDAC2_06	ENSG00000229676	regulate
CGBP_01	ENSG00000185610	regulate
STAT5B_01	ENSG00000107859	regulate
ZNF677_02	ENSG00000204514	regulate
FOXP1_01	ENSG00000184677	regulate
HFH3_01	ENSG00000161940	regulate
ENSG00000140968	IRF_Q4	protein
NANOG_02	ENSG00000175325	regulate
ONECUT2_01	ENSG00000124782	regulate
BCL6_01	ENSG00000169131	regulate
BCL6_01	ENSG00000138738	regulate
ENSG00000025434	DR4_Q2	protein
BARX2_01	ENSG00000169375	regulate
HNF3_Q6_01	ENSG00000144026	regulate
CUX1FOXO1_01	ENSG00000176083	regulate
FOXD2_01	ENSG00000164532	regulate
BCL6_01	ENSG00000184492	regulate
IRF1_05	ENSG00000186230	regulate
LHX61_01	ENSG00000173039	regulate
ENSG00000213020	ZNF611_04	protein
FOX_Q2	ENSG00000157613	regulate
PMX2A_01	ENSG00000084093	regulate
IRF1_05	ENSG00000130856	regulate
FOXJ2_01	ENSG00000118620	regulate
ENSG00000197905	TEAD4HOXA3_01	protein
POU2F1GSC2_01	ENSG00000198169	regulate
BCL6_01	ENSG00000196628	regulate
MSX2_03	ENSG00000130711	regulate
FOXJ2_01	ENSG00000213020	regulate
HDAC2_06	ENSG00000077150	regulate
GR_Q6_02	ENSG00000115844	regulate
OCT1_08	ENSG00000180626	regulate
ENSG00000135638	EMX1_02	protein
ENSG00000178935	ZNF552_01	protein
COS52_02	ENSG00000164093	regulate
NANOG_02	ENSG00000152284	regulate
T3RBETA_Q6_01	ENSG00000181007	regulate
BCL6_01	ENSG00000167967	regulate
RPC155_01	ENSG00000123411	regulate
OCT1_04	ENSG00000204524	regulate
HDAC2_06	ENSG00000107859	regulate
AR_08	ENSG00000106031	regulate
HSF2_Q6	ENSG00000163795	regulate
OCT1_02	ENSG00000197905	regulate
LIM1_01	ENSG00000197841	regulate
SOX11_Q6	ENSG00000088881	regulate
HDAC2_06	ENSG00000061455	regulate
ENSG00000275004	ZNF280B_01	protein
SREBP_Q3	ENSG00000188909	regulate
PU1_Q4	ENSG00000123685	regulate
OCT1_04	ENSG00000143437	regulate
ENSG00000100625	SIX4_Q3	protein
RPC155_01	ENSG00000250312	regulate
NANOG_01	ENSG00000196263	regulate
ZFP_05	ENSG00000128573	regulate
HNF3_Q6_01	ENSG00000198538	regulate
HDAC2_06	ENSG00000198429	regulate
ENSG00000122180	E2A_Q2	protein
RPC155_01	ENSG00000213015	regulate
CEBPA_Q4	ENSG00000168214	regulate
IRF1_05	ENSG00000137834	regulate
SETDB1_01	ENSG00000227124	regulate
BACH1_01	ENSG00000180535	regulate
ENSG00000101076	HNF4_01_B	protein
IRF5_Q3	ENSG00000116035	regulate
ENSG00000097007	ABL1_01	protein
FOXP1_01	ENSG00000170581	regulate
HDAC2_06	ENSG00000065029	regulate
ENSG00000105672	ETV2PITX1_01	protein
HFH3_01	ENSG00000131061	regulate
LHX2_01	ENSG00000117036	regulate
HNF3_Q6_01	ENSG00000205927	regulate
ENSG00000151623	NR3C2_01	protein
IRF1_05	ENSG00000157429	regulate
GTF3C2_01	ENSG00000136931	regulate
DBX2_01	ENSG00000162676	regulate
HDAC2_06	ENSG00000175213	regulate
SETDB1_01	ENSG00000249459	regulate
BCL6_01	ENSG00000198185	regulate
HLF_04	ENSG00000197808	regulate
HDAC2_06	ENSG00000197008	regulate
BCL6B_06	ENSG00000171970	regulate
SETDB1_01	ENSG00000121413	regulate
JUNFRA1_01	ENSG00000179059	regulate
HOXA6_01	ENSG00000101057	regulate
ARNTLPITX1_01	ENSG00000128652	regulate
LMX1B_01	ENSG00000176165	regulate
ENSG00000180318	CART1_03	protein
BCL6_01	ENSG00000167840	regulate
ENSG00000196705	ZNF431_02	protein
HFH3_01	ENSG00000180035	regulate
ENSG00000141946	ZIM3_02	protein
BCL6_01	ENSG00000205903	regulate
ENSG00000147596	PRDM14_01	protein
POU2F1_03	ENSG00000164651	regulate
IRF1_05	ENSG00000090447	regulate
FREAC7_01	ENSG00000264668	regulate
CUX1_05	ENSG00000198046	regulate
ENSG00000129173	GCM2E2F8_01	protein
SOX2_04	ENSG00000215421	regulate
ENSG00000169057	MECP2_01	protein
ENSG00000169856	HNF6_Q6_01	protein
BCL6_01	ENSG00000028277	regulate
ENSG00000119725	ZNF410_01	protein
HNF3_Q6_01	ENSG00000161940	regulate
RFX2_01	ENSG00000177374	regulate
BCL6_01	ENSG00000184659	regulate
PRRX1_03	ENSG00000164853	regulate
CDX_Q5	ENSG00000198556	regulate
STAT5A_Q6	ENSG00000029363	regulate
OCT1_08	ENSG00000118156	regulate
FREAC7_01	ENSG00000213762	regulate
ENSG00000125347	IRF1_01	protein
RUNX2_01	ENSG00000006377	regulate
POU2F1HOXB13_01	ENSG00000142065	regulate
BHLHE22_01	ENSG00000170631	regulate
AIRE_01	ENSG00000128573	regulate
SP5_Q2	ENSG00000169083	regulate
RPC155_01	ENSG00000130182	regulate
TRPS1_Q3	ENSG00000139687	regulate
ENSG00000197905	TEAD4ALX4_01	protein
SIX3_Q6	ENSG00000185669	regulate
ENSG00000125285	SOX_Q4	protein
ENSG00000139515	PDX1_05	protein
RPC155_01	ENSG00000065029	regulate
BCL6_01	ENSG00000143995	regulate
SPZ1_01	ENSG00000179456	regulate
FOX_Q2	ENSG00000162624	regulate
ENSG00000150907	ERFFOXO1_01	protein
BCL6_01	ENSG00000197619	regulate
HDAC2_06	ENSG00000198028	regulate
FOXO1_02	ENSG00000283617	regulate
DRGX_01	ENSG00000185697	regulate
TEAD3_01	ENSG00000007866	regulate
GTF3C2_01	ENSG00000175832	regulate
ENSG00000103241	FOX_Q2	protein
SOX2_Q3	ENSG00000080298	regulate
HDAC2_06	ENSG00000085276	regulate
ENSG00000131759	RXRRAR_01	protein
ZNF587_01	ENSG00000124827	regulate
ESX1_01	ENSG00000161405	regulate
EGR1_12	ENSG00000062370	regulate
ZNF479_03	ENSG00000174282	regulate
HNF4_01	ENSG00000123405	regulate
IRF1_05	ENSG00000096654	regulate
HDAC2_06	ENSG00000025434	regulate
HDAC2_06	ENSG00000173757	regulate
SOX2_Q3_01	ENSG00000118156	regulate
SETDB1_01	ENSG00000149922	regulate
ENSG00000071564	E2A_Q2	protein
AML_Q6	ENSG00000135625	regulate
FOXC1_03	ENSG00000172818	regulate
AR_Q6_01	ENSG00000120693	regulate
ENSG00000124813	RUNX2_01	protein
ENSG00000122386	ZNF210_01	protein
SETDB1_01	ENSG00000275111	regulate
HNF3_Q6_01	ENSG00000147117	regulate
NFAT5_Q5_03	ENSG00000128000	regulate
ENSG00000212993	POU5F1B_02	protein
PU1_Q4	ENSG00000102034	regulate
BCL6_01	ENSG00000184937	regulate
HMGIY_Q3	ENSG00000178386	regulate
ENSG00000180318	CART1_01	protein
LXRBRXRA_Q5_01	ENSG00000161298	regulate
FOXJ2_01	ENSG00000146757	regulate
PU1_Q4	ENSG00000198300	regulate
BCL6_01	ENSG00000196437	regulate
HDAC2_06	ENSG00000135100	regulate
BCL6_01	ENSG00000198597	regulate
IRF_Q6	ENSG00000178187	regulate
ENSG00000172819	DR4_Q2	protein
BCL6_01	ENSG00000256087	regulate
ENSG00000143257	CARRXR_Q2	protein
LXRBRXRA_Q5_01	ENSG00000198538	regulate
HDAC2_06	ENSG00000179922	regulate
RPC155_01	ENSG00000198551	regulate
FOXD3_04	ENSG00000198795	regulate
ZNF17_02	ENSG00000140009	regulate
ENSG00000182944	EWSR1FLI1_01	protein
PAX4_04	ENSG00000173757	regulate
ZNF263_02	ENSG00000030419	regulate
BCL6_01	ENSG00000096654	regulate
KROX_Q6	ENSG00000130522	regulate
ZNF630_02	ENSG00000149054	regulate
DR3_Q4	ENSG00000198040	regulate
BCL6_01	ENSG00000109132	regulate
HNF3_Q6_01	ENSG00000197343	regulate
LXRBRXRA_Q5_01	ENSG00000196378	regulate
HDAC2_06	ENSG00000164754	regulate
OCT2_Q6	ENSG00000214513	regulate
EGR1_12	ENSG00000131115	regulate
ENSG00000105997	TEAD4HOXA3_01	protein
ZNF227_02	ENSG00000198521	regulate
HNF3_Q6_01	ENSG00000197385	regulate
ZNF263_02	ENSG00000139154	regulate
ENSG00000257923	CUX1HOXB13_01	protein
HNF3_Q6_01	ENSG00000110693	regulate
DBX2_01	ENSG00000089335	regulate
BCL6_01	ENSG00000090447	regulate
FOXP1_01	ENSG00000164916	regulate
HDAC2_06	ENSG00000138083	regulate
BCL6_01	ENSG00000198551	regulate
ZNF425_04	ENSG00000143171	regulate
BCL6_01	ENSG00000172888	regulate
FOXP1_01	ENSG00000087510	regulate
REST_04	ENSG00000188909	regulate
RUNX2_04	ENSG00000175745	regulate
PLAG1_01	ENSG00000185219	regulate
TEAD4DLX2_01	ENSG00000134438	regulate
NFYA_03	ENSG00000089335	regulate
HDAC2_06	ENSG00000171606	regulate
RPC155_01	ENSG00000143799	regulate
ENSG00000167637	ZNF283_02	protein
HOXC8_01	ENSG00000167840	regulate
HDAC2_06	ENSG00000182742	regulate
ZNF551_02	ENSG00000269699	regulate
HDAC2_06	ENSG00000174738	regulate
ETS1_04	ENSG00000147421	regulate
PU1_Q4	ENSG00000196826	regulate
CEBPB_01	ENSG00000162624	regulate
SETDB1_01	ENSG00000159882	regulate
SETDB1_01	ENSG00000159885	regulate
BCL6_01	ENSG00000114126	regulate
HDAC2_06	ENSG00000172748	regulate
STAF_01	ENSG00000197362	regulate
EWSR1FLI1_01	ENSG00000169016	regulate
CGBP_01	ENSG00000134138	regulate
SCRT1_01	ENSG00000174738	regulate
ZNF44_02	ENSG00000244405	regulate
LMX1B_01	ENSG00000182568	regulate
HDAC2_06	ENSG00000118707	regulate
ENSG00000196092	HOXB2PAX5_02	protein
IRF1_05	ENSG00000198633	regulate
FOXJ2_01	ENSG00000143257	regulate
PLZF_02	ENSG00000137309	regulate
RPC155_01	ENSG00000168122	regulate
LXRBRXRA_Q5_01	ENSG00000148606	regulate
ALX3_01	ENSG00000169375	regulate
PAX6_02	ENSG00000197608	regulate
ENSG00000196391	ZNF774_01	protein
ENSG00000173917	HOXB2EOMES_01	protein
IRF1_05	ENSG00000136866	regulate
ENSG00000156273	BACH1_01	protein
ENSG00000125347	IRF1_Q5	protein
NFKB1_Q4	ENSG00000125347	regulate
HNF3_Q6_01	ENSG00000167081	regulate
CEBPE_Q6	ENSG00000049768	regulate
RPC155_01	ENSG00000141646	regulate
SOX7_07	ENSG00000138738	regulate
PAX6_02	ENSG00000173039	regulate
HNF3_Q6_01	ENSG00000078399	regulate
ENSG00000168505	GBX2_01	protein
SREBF1_02	ENSG00000131759	regulate
SETDB1_01	ENSG00000167685	regulate
FOXP1_01	ENSG00000182568	regulate
STAT5A_Q6	ENSG00000136826	regulate
CART1_01	ENSG00000215397	regulate
SOX2_Q3_01	ENSG00000114126	regulate
DRGX_01	ENSG00000165804	regulate
PMX2A_01	ENSG00000112561	regulate
BCL6_01	ENSG00000105419	regulate
CEBPA_Q6	ENSG00000063587	regulate
ENSG00000028277	OCT2_Q6	protein
RPC155_01	ENSG00000102908	regulate
NKX23_04	ENSG00000213988	regulate
BCL6_01	ENSG00000204644	regulate
ZNF707_01	ENSG00000160094	regulate
BCL6_01	ENSG00000256771	regulate
HDAC2_06	ENSG00000143621	regulate
TBX5CSX_Q5	ENSG00000197714	regulate
ENSG00000167034	NKX3A_02	protein
ENSG00000283620	ZNF553_02	protein
OCT1_08	ENSG00000074047	regulate
HDAC2_06	ENSG00000179965	regulate
FOXJ2HOXB13_01	ENSG00000124459	regulate
ZNF208_04	ENSG00000204920	regulate
YY1_03	ENSG00000186660	regulate
CDX2_Q6	ENSG00000147140	regulate
HDAC2_06	ENSG00000188033	regulate
SOX2_Q3	ENSG00000106331	regulate
ENSG00000257446	ZNF878_01	protein
ENSG00000101412	E2F1_05	protein
ENSG00000185507	IRF_Q6	protein
HDAC2_06	ENSG00000196482	regulate
NKX23_04	ENSG00000185811	regulate
HDAC2_06	ENSG00000197857	regulate
ENSG00000143379	SETDB1_01	protein
IRF1_Q5	ENSG00000120690	regulate
DMRT7_01	ENSG00000119950	regulate
HDAC2_06	ENSG00000154727	regulate
PIT1_01	ENSG00000173404	regulate
HFH3_01	ENSG00000170265	regulate
FOXP1_01	ENSG00000077463	regulate
IRX2_01	ENSG00000092607	regulate
IRF1_05	ENSG00000018607	regulate
POU3F1_Q6	ENSG00000070476	regulate
DBX2_01	ENSG00000167840	regulate
FOXP1_01	ENSG00000197808	regulate
ENSG00000109132	PHOX2B_02	protein
HDX_01	ENSG00000138795	regulate
ARP1_01	ENSG00000197483	regulate
ENSG00000163795	ZNF513_01	protein
SRF_Q4	ENSG00000120738	regulate
RPC155_01	ENSG00000131196	regulate
FOXP1_01	ENSG00000242852	regulate
RFX4_05	ENSG00000177374	regulate
RPC155_01	ENSG00000167981	regulate
EGR1_12	ENSG00000182318	regulate
TST1_02	ENSG00000074047	regulate
THAP1_01	ENSG00000197162	regulate
HDAC2_06	ENSG00000172262	regulate
ENSG00000176399	DMRT4_01	protein
HDAC2_06	ENSG00000100219	regulate
OTP_01	ENSG00000162599	regulate
ENSG00000197779	ZNF81_03	protein
IRX4_01	ENSG00000066336	regulate
CDX_Q5	ENSG00000242441	regulate
RPC155_01	ENSG00000197961	regulate
ZBTB34_01	ENSG00000204060	regulate
STAT5A_01	ENSG00000198939	regulate
ZNF230_01	ENSG00000118689	regulate
ENSG00000102908	NFAT5_Q5_03	protein
NKX3A_02	ENSG00000185610	regulate
SETDB1_01	ENSG00000197841	regulate
ENSG00000073861	ALX4TBX21_01	protein
DUX4_01	ENSG00000196793	regulate
FOXJ2_01	ENSG00000157554	regulate
CART1_03	ENSG00000089335	regulate
HDAC2_06	ENSG00000149948	regulate
PU1_Q4	ENSG00000167840	regulate
BCL6_01	ENSG00000278570	regulate
ENSG00000119547	HNF6_Q6	protein
BCL6_01	ENSG00000278129	regulate
ENSG00000109906	PLZF_02	protein
ENSG00000169131	TCF17_04	protein
ENSG00000187140	FOXD3_04	protein
THAP1_01	ENSG00000171443	regulate
ALX3_01	ENSG00000177551	regulate
ENSG00000161940	BCL6B_06	protein
BCL6_01	ENSG00000182141	regulate
CRX_Q6	ENSG00000169016	regulate
BCL6_01	ENSG00000181315	regulate
NFY_01	ENSG00000143390	regulate
ZNF566_01	ENSG00000249471	regulate
ENSG00000101412	E2F_03	protein
KLF13_01	ENSG00000134438	regulate
CDX2_Q6	ENSG00000177551	regulate
CDX_Q5	ENSG00000186496	regulate
NANOG_02	ENSG00000138380	regulate
DLX3_01	ENSG00000101457	regulate
ENSG00000080298	RFX3ETV7_01	protein
IRF1_05	ENSG00000137090	regulate
ZFX_04	ENSG00000198105	regulate
HNF3_Q6_01	ENSG00000184271	regulate
YY1_07	ENSG00000169951	regulate
BCL6_01	ENSG00000204947	regulate
CUX1FOXO6_01	ENSG00000168610	regulate
STAT1_05	ENSG00000162599	regulate
HDAC2_06	ENSG00000160321	regulate
BCL6_01	ENSG00000147862	regulate
HSF1_04	ENSG00000125945	regulate
ENSG00000171443	ZNF524_01	protein
HOXC10_01	ENSG00000118513	regulate
HNF3_Q6_01	ENSG00000197162	regulate
ENSG00000131849	ZNF132_01	protein
BCL6_01	ENSG00000101216	regulate
HDAC2_06	ENSG00000187079	regulate
HLTF_Q4	ENSG00000197343	regulate
HDAC2_06	ENSG00000197863	regulate
NR3C1_07	ENSG00000256294	regulate
HDAC2_06	ENSG00000196456	regulate
SMAD2SMAD3SMAD4_01	ENSG00000188295	regulate
ENSG00000105996	ETV2HOXA2_02	protein
RPC155_01	ENSG00000213096	regulate
IRF1_05	ENSG00000006704	regulate
ENSG00000119715	HOXB2ESRRB_01	protein
ZNF263_02	ENSG00000116017	regulate
BCL6_01	ENSG00000187792	regulate
OCT1_04	ENSG00000164532	regulate
ENSG00000177463	NR2C2_05	protein
ENSG00000052850	ALX4EOMES_01	protein
BCL6_01	ENSG00000087903	regulate
OCT3_Q6	ENSG00000088876	regulate
BCL6_01	ENSG00000152433	regulate
CUX1FOXO1_01	ENSG00000007372	regulate
TST1_02	ENSG00000198740	regulate
HDAC2_06	ENSG00000163508	regulate
SOX2_Q3	ENSG00000108055	regulate
IRF1_05	ENSG00000111783	regulate
K2B_01	ENSG00000016082	regulate
ENSG00000078399	MEIS1BHOXA9_02	protein
ESX1_01	ENSG00000197608	regulate
HDAC2_06	ENSG00000189144	regulate
TEAD4HOXA2_01	ENSG00000172789	regulate
IRF1_05	ENSG00000101216	regulate
CGBP_01	ENSG00000197647	regulate
FOXP1_01	ENSG00000159216	regulate
LXRBRXRA_Q5_01	ENSG00000189042	regulate
ENSG00000180828	BHLHE22_01	protein
ENSG00000087903	RFX2_01	protein
FOXO3_03	ENSG00000016082	regulate
HDAC2_06	ENSG00000175197	regulate
HNF3_Q6_01	ENSG00000131115	regulate
ENSG00000120837	NFY_Q6_01	protein
ENSG00000178665	ZNF713_01	protein
GR_Q6_02	ENSG00000109705	regulate
FOX_Q2	ENSG00000180035	regulate
ZNF132_03	ENSG00000085644	regulate
E2A_Q2	ENSG00000185177	regulate
STAT_Q6	ENSG00000164631	regulate
LXRBRXRA_Q5_01	ENSG00000101096	regulate
LHX2_01	ENSG00000251192	regulate
HNF3B_01	ENSG00000198026	regulate
OCT2_01	ENSG00000089335	regulate
ENSG00000204947	ZNF425_04	protein
PROP1_04	ENSG00000164853	regulate
POU3F1_Q6	ENSG00000171634	regulate
LEF1_07	ENSG00000151615	regulate
TCF3_01	ENSG00000124827	regulate
HMGIY_Q3	ENSG00000159915	regulate
OCT1_06	ENSG00000161551	regulate
ENSG00000129194	GCM2SOX15_01	protein
ENSG00000185551	COUPTF_Q6	protein
HDAC2_06	ENSG00000196247	regulate
ERFDLX3_01	ENSG00000172818	regulate
NANOG_02	ENSG00000244405	regulate
HNF4A_06	ENSG00000124782	regulate
DR4_Q2	ENSG00000101216	regulate
HDAC2_06	ENSG00000009950	regulate
FOXI1_03	ENSG00000115297	regulate
FOXO1ELK1_02	ENSG00000176678	regulate
HNF3_Q6_01	ENSG00000197483	regulate
ENSG00000257923	CDP_Q6_01	protein
DLX2_01	ENSG00000250312	regulate
BCL6B_06	ENSG00000153234	regulate
CGBP_01	ENSG00000152475	regulate
MIXL1_01	ENSG00000163497	regulate
ENSG00000069011	PITX1TBX21_01	protein
OCT1_04	ENSG00000010539	regulate
HNF3B_01	ENSG00000157554	regulate
HDAC2_06	ENSG00000119950	regulate
ENSG00000213967	ZNF276_03	protein
ENSG00000131849	ZNF132_03	protein
HNF4A_Q6_01	ENSG00000135373	regulate
BCL6_01	ENSG00000149050	regulate
MAF_Q6	ENSG00000087510	regulate
TAL1_01	ENSG00000178913	regulate
BCL6_01	ENSG00000188227	regulate
ENSG00000152454	ZNF256_02	protein
ZNF226_01	ENSG00000179111	regulate
BCL6_01	ENSG00000133111	regulate
CRX_Q6	ENSG00000256683	regulate
FOXP1_01	ENSG00000102870	regulate
HOXC5_01	ENSG00000145734	regulate
DLX5_01	ENSG00000184481	regulate
BCL6_01	ENSG00000165684	regulate
ENSG00000186272	ZNF17_02	protein
NKX62_Q2	ENSG00000128000	regulate
IRF1_05	ENSG00000147140	regulate
CDX2_Q6	ENSG00000196812	regulate
OCT1_04	ENSG00000177551	regulate
ZNF410_01	ENSG00000119715	regulate
KLF13_01	ENSG00000171443	regulate
RPC155_01	ENSG00000166478	regulate
ENSG00000164920	OSR2_05	protein
HNF3_Q6_01	ENSG00000167074	regulate
TRPS1_Q3	ENSG00000095564	regulate
ENSG00000196345	ZFP_05	protein
ENSG00000112658	SRF_02	protein
HDAC2_06	ENSG00000143390	regulate
HNF3_Q6_01	ENSG00000067646	regulate
TEAD1_04	ENSG00000007866	regulate
ELK1PAX9_01	ENSG00000112658	regulate
ENSG00000166478	ZNF143_03	protein
